"","Name","Location","Tags","Group","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","URL Category","Action","Profile","Options","Rule UUID","Target","Rule Usage Description","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"186","Untrust auf Audiocodes EWE","PA01","Internet","none","universal","untrust","any","any","any","DMZ_Public","sbcewe.haecker-kuechen.de","any","any","Audiocode ssh;AudioCodes ICE Sprache von Client;sip sbc microsoft;Sip-Ports TCP;Unity_HTTPS_9443","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","2d5baca8-6ef3-4e16-837e-a68e414ea312","any","none","Used","28","316","2022-06-27 14:02:04","2021-07-29 13:42:50"
"187","AudioCodes von Trust zum SBC","PA01","Internet;Teams Office365","none","universal","trust","any","any","any","untrust","sbc.haecker-kuechen.de;sbcewe.haecker-kuechen.de","any","any","AudioCodes ICE Sprache von Client","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e6117eb5-dd0a-4da3-b4b1-e36ae6adb4e9","any","Internet Teams","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"188","Audiocode zu untrust","PA01","Internet","none","universal","DMZ_Public","sbcewe.haecker-kuechen.de","any","any","untrust","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","1207254b-46e1-488a-8120-e705d2fd9de7","any","none","Used","7","551","2021-07-29 14:31:05","2021-07-29 13:42:50"
"189","rule88","PA01","MobileIron","none","universal","dmz","mivsp_dmz","any","any","trust","Domaincontroller-Gruppe","any","dns;ldap;ssl","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","cae8825a-2c28-43f5-b428-5712884466e4","any","none","Used","2","332","2023-02-01 11:41:33","2021-07-29 13:42:50"
"190","MIVSP send mail","PA01","MobileIron","none","universal","dmz","mivsp_dmz","any","any","trust","smtp-intern.haecker-kuechen.de;w2k8hkexc01","any","smtp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","4455d8ec-6a9a-4531-9d72-628697904678","any","none","Used","1","662","2023-02-01 11:41:33","2021-07-29 13:42:50"
"191","rule90","PA01","MobileIron","none","universal","dmz","DMZ_Switche;mis_priv;mivsp_dmz","any","any","trust","NTP-Server","any","ntp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d5bacce1-2fe8-4f1c-b2e3-1b8f781593a8","any","none","Used","2","369","2023-02-01 11:41:33","2021-07-29 13:42:50"
"192","rule91","PA01","MobileIron","none","universal","dmz","mis_priv","any","any","trust","Domaincontroller-Gruppe","any","dns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e4e34802-4ba5-4002-bd22-3c31ffdf4026","any","none","Used","1","332","2023-02-01 11:41:33","2021-07-29 13:42:50"
"193","Stadion-GLT1","PA01","Stadion","Stadion","universal","trust","GLTPC-W2-INSTANDHALTUNG;GLTPC-W2-INSTANDHALTUNG-NEU","any","any","HKA","STADION-HKA-GLT1;STADION-HKA-GLT2;STADION-HKA-Medientechnik","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e108682a-79d7-4d2c-9a04-6042c57338d9","any","none","Used","3","411","2021-11-11 12:47:54","2021-07-29 13:42:50"
"194","Breitenbach_ZMS_Remotesupport","PA01","none","none","universal","trust","W2K8HKZMS01","any","any","untrust","any","any","adobe-flash-socketpolicy-server;ssl;teamviewer;web-browsing","any","any","Allow","Profile Group: Haecker_Vewaltung_ohne_File","Traffic log sent at session end;Log Forwarding Profile setting: default","34125b4a-1d46-4a02-aea3-86d24e2ac0cc","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"195","[Disabled]  Peps_PC","PA01","[Disabled]  Produktion","[Disabled]  Produktion","[Disabled] universal","[Disabled]  trust","[Disabled]  peps_pc","[Disabled]  any","[Disabled]  any","[Disabled]  untrust","[Disabled]  any","[Disabled]  any","[Disabled]  adobe-flash-socketpolicy-server;[Disabled]  flash;[Disabled]  netviewer;[Disabled]  ssl;[Disabled]  teamviewer;[Disabled]  unknown-tcp;[Disabled]  web-browsing","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","d864a47c-4212-4ad3-8d1b-d2c3fe7932a4","[Disabled] any","[Disabled]  none","Partially Used","2","648","2022-05-10 13:27:55","2021-07-29 13:42:50"
"196","Homag_IPad_Teleservice","PA01","Produktion","Produktion","universal","trust","ipadhomag;ipadhomag2","any","any","untrust","Homag_IPad_Teleservice_GRP","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","d4232279-9771-4d0d-8794-85428a9f8d41","any","none","Partially Used","1","413","2021-07-29 14:31:05","2021-07-29 13:42:50"
"197","Homag_IPad_Teleservice-1","PA01","Produktion","Produktion","universal","trust","ipadhomag;ipadhomag2","any","any","untrust","any","any","any","any","Microsoft 365 URLs","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","e2a65b9b-149c-4430-baaa-60b15164bae4","any","none","Used","1","655","2021-07-29 14:31:05","2021-07-29 13:42:50"
"198","DLS02_Out","PA01","none","none","universal","dmz","WI216HKDLS02_priv","any","any","untrust","any","any","google-analytics;google-base;ms-office365-base;ms-update;ocsp;soap;ssl;teamviewer-base;teamviewer-web;unknown-tcp;web-browsing;windows-azure-base;windows-push-notifications","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","6f39da80-8fff-40a8-a0b5-5f71297b5981","any","none","Used","8","102","2023-02-08 14:51:19","2021-07-29 13:42:50"
"199","Palo_Service","PA01","none","none","universal","untrust","PA_extern","any","any","untrust","any","any","paloalto-updates;paloalto-wildfire-cloud;ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","68155433-b54b-476c-8c1e-607248666d90","any","none","Used","0","-","2022-02-10 11:42:08","2021-07-29 13:42:50"
"200","rule61","PA01","none","none","universal","untrust","any","any","any","untrust","PA_extern","any","panos-global-protect;panos-web-interface;ssl","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","fdc69db0-ef6c-4ff8-a0b9-f4b920fe6900","any","none","Used","2","662","2022-02-10 11:42:08","2021-07-29 13:42:50"
"201","Postversand","PA01","none","none","universal","trust","Postversand","any","any","untrust","any","any","adobe-flash-socketpolicy-server;flash;ftp;ssl;teamviewer;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Postversand;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","fba1932c-a8ed-4843-8dd8-b553334f622b","any","none","Partially Used","3","655","2021-07-29 14:31:05","2021-07-29 13:42:50"
"202","Zedal","PA01","Produktion","Produktion","universal","trust","any","haecker-dom\zedal_sg","any","untrust","any","any","web-browsing;ssl;flash","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Zedal;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","7da2636d-2e42-4e6c-a9d3-ed90abc2a6aa","any","none","Used","3","54","2021-07-29 14:31:05","2021-07-29 13:42:50"
"203","Teamviewer_IP","PA01","Produktion","Produktion","universal","trust","M0202685612M11;Teamviewer_Client_1;Teamviewer_Client_2;WI219ECONCT-P1;WI222ECONCT-P1","any","any","untrust","any","any","adobe-flash-socketpolicy-server;flash;ssl;teamviewer;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Teamviewer","Traffic log sent at session end;Log Forwarding Profile setting: default","d67dad5b-f9f7-4330-bb8c-385e8eded03d","any","none","Used","5","453","2022-08-30 16:23:20","2021-07-29 13:42:50"
"204","EIB_Remotesupport","PA01","none","none","universal","trust","VMWEIB","any","any","untrust","any","any","adobe-flash-socketpolicy-server;flash;ssl;teamviewer;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Teamviewer;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","7139bcca-dea8-4f16-a998-0963103d1ec7","any","none","Used","5","610","2021-07-29 14:31:05","2021-07-29 13:42:50"
"205","Homag_Cisco_Remote","PA01","Produktion","Produktion","universal","trust","HomagHRLW3","any","any","untrust","HomagTSNNet","any","ftp;ssl","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","96c0c8cc-e9e2-4f26-9026-740f03d6c334","any","Cisco AnyConnect Homag-Maschinen","Partially Used","1","659","2022-02-01 13:43:40","2021-07-29 13:42:50"
"206","[Disabled]  Homag_Remotesupport-1","PA01","[Disabled]  Produktion","[Disabled]  Produktion","[Disabled] universal","[Disabled]  trust","[Disabled]  Homag Laser - W4;[Disabled]  Homag Lehrwerkstatt;[Disabled]  Homag W1 APL;[Disabled]  Homag3SZ_priv;[Disabled]  KKL4 - m0200442203m11;[Disabled]  M0202685612M11;[Disabled]  SSBAZ2","[Disabled]  any","[Disabled]  any","[Disabled]  untrust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","acaf0be7-e0de-438d-b405-1131e67e07da","[Disabled] any","[Disabled]  none","Used","15","81","2023-03-13 10:45:57","2022-11-29 15:56:20"
"207","Homag_Remotesupport-2","PA01","Produktion","Produktion","universal","trust","Homag Laser - W4;Homag Lehrwerkstatt;Homag W1 APL;Homag W2 KKL5;Homag3SZ_priv;KKL4 - m0200442203m11;M0202685612M11;SSBAZ2","any","any","untrust","any","any","ms-office365;netbios-ns;ssl","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","49ba981d-51d4-47a6-9cf9-40a3862650ea","any","none","Used","3","62","2023-03-22 11:28:22","2021-07-29 13:42:50"
"208","Homag-TSN_Internet-1","PA01","Homag","Homag","universal","DMZ_Public","Homag_TSN_DMZ_IP","any","any","untrust","any","any","any","service-https;service-ipsec_500;service-ipsec_UDP4500","any","Allow","Profile Group: Haecker_Vewaltung_ohne_File","Traffic log sent at session end;Log Forwarding Profile setting: default","3c905efa-cb55-486e-9129-edbd93965489","any","none","Used","49","102","2023-03-22 11:04:38","2022-10-11 11:28:40"
"209","Homag-TSN_Internet-2","PA01","Homag","Homag","universal","DMZ_Public","Homag_TSN_DMZ_IP","any","any","untrust","any","any","dns;echo;httport;icmp;ipsec;ms-store;ms-update;ntp;rtp;sip;ssl;web-browsing","any","any","Allow","Profile Group: Haecker_Vewaltung_ohne_File","Traffic log sent at session end;Log Forwarding Profile setting: default","62db2587-5591-46b9-a8ab-315db9228034","any","none","Used","9","103","2023-03-22 11:04:38","2022-10-11 11:28:40"
"210","Homag-TSN_IN01-1","PA01","Homag","Homag","universal","untrust","HOMAG_Fernwartung_IPs","any","any","DMZ_Public","Homag_TSN_DMZ_IP","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","c3e06fe5-ff7f-4cdb-bdd0-87af3d417b0d","any","none","Partially Used","2","224","2022-10-11 14:27:32","2022-10-11 11:28:40"
"211","Homag-TSN_OUT01-1","PA01","Homag","Homag","universal","DMZ_Public","Homag_TSN_DMZ_IP","any","any","untrust","HOMAG_Fernwartung_IPs","any","any","any","any","Allow","Profile Group: Haecker_Vewaltung_ohne_File","Traffic log sent at session end;Log Forwarding Profile setting: default","49b6f7ae-dda3-49b3-9ac8-0ff2b4f8e444","any","none","Partially Used","7","217","2023-03-22 11:04:38","2022-10-11 11:28:40"
"212","[Disabled]  Homag_M0200442203M11 Internet","PA01","[Disabled]  Homag","[Disabled]  none","[Disabled] universal","[Disabled]  trust","[Disabled]  Homag W2 KKL5;[Disabled]  KKL4 - m0200442203m11","[Disabled]  any","[Disabled]  any","[Disabled]  untrust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  service-http;[Disabled]  service-https","[Disabled]  any","[Disabled]  Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: default","d0993021-6e7a-4657-b40a-12558473597e","[Disabled] any","[Disabled]  none","Used","10","62","2023-03-22 11:28:22","2021-07-29 13:42:50"
"213","Schelling01_Remotesupport","PA01","Produktion","Produktion","universal","trust","Schelling01","any","any","untrust","any","any","adobe-flash-socketpolicy-server;flash;ftp;netviewer;ssl;teamviewer;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Teamviewer;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","f91f20bc-b677-4b37-809a-9d3ebfc53c5e","any","none","Used","5","657","2021-07-29 14:31:05","2021-07-29 13:42:50"
"214","rule26","PA01","Homag","none","universal","untrust","any","any","any","trust","Homag3SZ_pub","any","ciscovpn;dtls;ipsec;ssl","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","e8b6ab64-27e1-445e-be0f-351df5bdeb46","any","none","Used","4","657","2023-03-22 11:04:38","2021-07-29 13:42:50"
"215","rule27","PA01","Homag","none","universal","untrust","any","any","any","trust","Homag3SZ_pub","any","any","Homag_Teleservice","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","abfde3ac-c02e-45b2-8518-e6a92649583f","any","none","Used","5","203","2023-03-22 11:04:38","2021-07-29 13:42:50"
"216","EnaioWEB Zugriff Trust","PA01","none","none","universal","dmz","enaioweb_private","any","any","trust","Domaincontroller-Gruppe;NTP-Server;smtp-intern.haecker-kuechen.de;wi216lic01;WI216PRTG-P2;wi216wsus01","any","dns;ms-ds-smb-base;ms-kms;ms-update;msrpc;netbios-ss;ntp;smtp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","20526118-082f-4d33-8ebb-9a007ab843e9","any","none","Unused","0","-","2022-09-06 11:24:02","2021-07-29 13:42:50"
"217","EnaioWEB auf Enaio Server","PA01","none","none","universal","dmz","enaioweb_private","any","any","trust","Enaio_Farm","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","9dfb073f-9532-4f17-9256-8010b0acb618","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"218","hksweb zu trust","PA01","none","none","universal","dmz","HIS2_priv","any","any","trust","hase.haecker-kuechen.de;lnxcdbp;lnxcdbt;lnxcdp9;lnxcdwh;lnxchase;Oracle_RAC_IPs;smtp-intern.haecker-kuechen.de;vmwbi02","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e7f798f1-1f20-49d1-88c6-e0eef802f254","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"219","[Disabled]  rule23","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  dmz","[Disabled]  HIS2_priv","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  NTP-Server","[Disabled]  any","[Disabled]  ntp","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e6fefabd-ee79-41da-8959-bc4abedfe53c","[Disabled] any","[Disabled]  none","Unused","0","-","2021-08-04 14:05:57","2021-07-29 13:42:50"
"220","[Disabled]  rule5","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  trust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  dmz","[Disabled]  MX_grp","[Disabled]  any","[Disabled]  ssh;[Disabled]  ssl","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","ee469be5-630b-4937-9cd5-23fcdc46457f","[Disabled] any","[Disabled]  none","Unused","0","-","2022-11-28 16:09:46","2021-07-29 13:42:50"
